region_id,city,location,country,
1014665,Ashford,Ashford,,
1014666,Avon,Avon,,
1014667,Baltic,Baltic,,
1014668,Bantam,Bantam,,
1014669,Barkhamsted,Barkhamsted,,
1014670,Beacon Falls,Beacon Falls,,
1014671,Berlin,Berlin,,
1014672,Bethany,Bethany,,
1014673,Bethel,Bethel,,
1014674,Bethlehem,Bethlehem,,
1014675,Bloomfield,Bloomfield,,
1014676,Bolton,Bolton,,
1014677,Bozrah,Bozrah,,
1014678,Branford,Branford,,
1014679,Bridgeport,Bridgeport,,
1014680,Bridgewater,Bridgewater,,
1014681,Bristol,Bristol,,
1014682,Broad Brook,Broad Brook,,
1014683,Brookfield,Brookfield,,
1014684,Brooklyn,Brooklyn,,
1014685,Burlington,Burlington,,
1014686,Canaan,Canaan,,
1014687,Canterbury,Canterbury,,
1014688,Canton,Canton,,
1014689,Canton Center,Canton Center,,
1014690,Centerbrook,Centerbrook,,
1014691,Chaplin,Chaplin,,
1014692,Cheshire,Cheshire,,
1014693,Chester,Chester,,
1014694,Clinton,Clinton,,
1014695,Colchester Center,Colchester Center,,
1014696,Colebrook,Colebrook,,
1014697,Collinsville,Collinsville,,
1014698,Columbia,Columbia,,
1014699,Cornwall,Cornwall,,
1014700,Cornwall Bridge,Cornwall Bridge,,
1014701,Cos Cob,Cos Cob,,
1014702,Coventry,Coventry,,
1014703,Cromwell,Cromwell,,
1014704,Danbury,Danbury,,
1014706,Darien,Darien,,
1014707,Dayville,Dayville,,
1014708,Deep River Center,Deep River Center,,
1014709,Derby,Derby,,
1014710,Durham,Durham,,
1014711,East Berlin,East Berlin,,
1014712,East Canaan,East Canaan,,
1014713,East Granby,East Granby,,
1014714,East Haddam,East Haddam,,
1014715,East Hampton,East Hampton,,
1014716,East Hartford,East Hartford,,
1014717,East Hartland,East Hartland,,
1014718,East Haven,East Haven,,
1014719,East Killingly,East Killingly,,
1014720,East Lyme,East Lyme,,
1014721,East Windsor,East Windsor,,
1014722,Eastford,Eastford,,
1014723,Easton,Easton,,
1014724,Ellington,Ellington,,
1014725,Enfield,Enfield,,
1014726,Essex,Essex,,
1014727,Fairfield,Fairfield,,
1014728,Falls Village,Falls Village,,
1014729,Farmington,Farmington,,
1014730,Gales Ferry,Gales Ferry,,
1014731,Gaylordsville,Gaylordsville,,
1014732,Georgetown,Georgetown,,
1014733,Glastonbury,Glastonbury,,
1014734,Goshen,Goshen,,
1014735,Granby,Granby,,
1014736,Greens Farms,Greens Farms,,
1014737,Greenwich,Greenwich,,
1014739,Guilford Center,Guilford Center,,
1014740,Haddam,Haddam,,
1014741,Hamden,Hamden,,
1014742,Hampton,Hampton,,
1014743,Hartford,Hartford,,
1014744,Harwinton,Harwinton,,
1014745,Hawleyville,Hawleyville,,
1014746,Hebron,Hebron,,
1014747,Higganum,Higganum,,
1014748,Ivoryton,Ivoryton,,
1014749,Jewett City,Jewett City,,
1014750,Kent,Kent,,
1014751,Killingworth,Killingworth,,
1014752,Lakeside,Lakeside,,
1014753,Lakeville,Lakeville,,
1014754,Lebanon,Lebanon,,
1014755,Ledyard,Ledyard,,
1014756,Litchfield,Litchfield,,
1014757,Madison Center,Madison Center,,
1014758,Central Manchester,Central Manchester,,
1014759,Mansfield Center,Mansfield Center,,
1014760,Marlborough,Marlborough,,
1014761,Meriden,Meriden,,
1014762,Middlebury,Middlebury,,
1014763,Middlefield,Middlefield,,
1014764,Middletown,Middletown,,
1014765,Milford,Milford,,
1014766,Milldale,Milldale,,
1014767,Monroe,Monroe,,
1014768,Montville,Montville,,
1014769,Moodus,Moodus,,
1014770,Moosup,Moosup,,
1014771,Morris,Morris,,
1014772,Mystic,Mystic,,
1014773,Naugatuck,Naugatuck,,
1014774,New Britain,New Britain,,
1014775,New Canaan,New Canaan,,
1014776,New Fairfield,New Fairfield,,
1014777,New Hartford,New Hartford,,
1014778,New Haven,New Haven,,
1014779,New London,New London,,
1014780,New Milford,New Milford,,
1014781,Newington,Newington,,
1014783,Niantic,Niantic,,
1014784,Norfolk,Norfolk,,
1014785,North Branford,North Branford,,
1014786,North Canton,North Canton,,
1014787,North Franklin,North Franklin,,
1014788,North Granby,North Granby,,
1014789,North Grosvenor Dale,North Grosvenor Dale,,
1014790,North Haven,North Haven,,
1014791,North Stonington,North Stonington,,
1014792,North Windham,North Windham,,
1014793,Northford,Northford,,
1014794,Norwalk,Norwalk,,
1014795,Norwich,Norwich,,
1014796,Oakdale,Oakdale,,
1014797,Oakville,Oakville,,
1014798,Old Greenwich,Old Greenwich,,
1014799,Old Lyme,Old Lyme,,
1014800,Old Saybrook,Old Saybrook,,
1014801,Orange,Orange,,
1014802,Oxford,Oxford,,
1014803,Pawcatuck,Pawcatuck,,
1014804,Plainfield,Plainfield,,
1014805,Plainville,Plainville,,
1014806,Plantsville,Plantsville,,
1014807,Plymouth,Plymouth,,
1014808,Pomfret,Pomfret,,
1014809,Pomfret Center,Pomfret Center,,
1014810,Portland,Portland,,
1014811,Preston,Preston,,
1014812,Prospect,Prospect,,
1014813,Putnam,Putnam,,
1014814,Quaker Hill,Quaker Hill,,
1014815,Quinebaug,Quinebaug,,
1014816,Redding,Redding,,
1014817,Ridgefield,Ridgefield,,
1014818,Riverside,Riverside,,
1014819,Riverton,Riverton,,
1014820,Rockfall,Rockfall,,
1014821,Rocky Hill,Rocky Hill,,
1014822,Rogers,Rogers,,
1014823,Roxbury,Roxbury,,
1014824,Salem,Salem,,
1014825,Salisbury,Salisbury,,
1014826,Sandy Hook,Sandy Hook,,
1014827,Scotland,Scotland,,
1014828,Seymour,Seymour,,
1014829,Sharon,Sharon,,
1014830,Shelton,Shelton,,
1014831,Sherman,Sherman,,
1014832,Simsbury Center,Simsbury Center,,
1014833,Somers,Somers,,
1014834,South Glastonbury,South Glastonbury,,
1014835,South Kent,South Kent,,
1014836,South Windham,South Windham,,
1014837,South Windsor,South Windsor,,
1014838,Southbury,Southbury,,
1014839,Southington,Southington,,
1014840,Southport,Southport,,
1014841,Stafford,Stafford,,
1014842,Stafford Springs,Stafford Springs,,
1014843,Stamford,Stamford,,
1014844,Sterling,Sterling,,
1014845,Stonington,Stonington,,
1014846,Storrs,Storrs,,
1014847,Stratford,Stratford,,
1014848,Suffield,Suffield,,
1014849,Taconic,Taconic,,
1014850,Taftville,Taftville,,
1014851,Tariffville,Tariffville,,
1014852,Terryville,Terryville,,
1014853,Thomaston,Thomaston,,
1014854,Thompson,Thompson,,
1014855,Tolland,Tolland,,
1014856,Torrington,Torrington,,
1014857,Trumbull,Trumbull,,
1014858,Oxoboxo River,Oxoboxo River,,
1014859,Unionville,Unionville,,
1014860,Vernon,Vernon,,
1014861,Versailles,Versailles,,
1014862,Voluntown,Voluntown,,
1014863,Wallingford Center,Wallingford Center,,
1014864,Washington,Washington,,
1014865,Washington Depot,Washington Depot,,
1014866,Waterbury,Waterbury,,
1014867,Central Waterford,Central Waterford,,
1014868,Watertown,Watertown,,
1014869,Wauregan,Wauregan,,
1014870,Weatogue,Weatogue,,
1014871,West Cornwall,West Cornwall,,
1014872,West Granby,West Granby,,
1014873,West Hartford,West Hartford,,
1014874,West Hartland,West Hartland,,
1014875,West Haven,West Haven,,
1014876,West Simsbury,West Simsbury,,
1014877,West Suffield,West Suffield,,
1014878,Westbrook Center,Westbrook Center,,
1014879,Weston,Weston,,
1014880,Westport,Westport,,
1014881,Wethersfield,Wethersfield,,
1014882,Willimantic,Willimantic,,
1014883,Willington,Willington,,
1014884,Wilton,Wilton,,
1014885,Windham,Windham,,
1014886,Windsor,Windsor,,
1014887,Windsor Locks,Windsor Locks,,
1014888,Winsted,Winsted,,
1014889,Wolcott,Wolcott,,
1014890,Woodbridge,Woodbridge,,
1014891,Woodbury,Woodbury,,
1014892,Woodstock,Woodstock,,
1014893,Woodstock Valley,Woodstock Valley,,
1014894,Yantic,Yantic,,
1014895,Washington,Washington,,
1014896,Bear,Bear,,
1014897,Bethany Beach,Bethany Beach,,
1014898,Bridgeville,Bridgeville,,
1014899,Camden Wyoming,Camden Wyoming,,
1014900,Cheswold,Cheswold,,
1014901,Claymont,Claymont,,
1014902,Clayton,Clayton,,
1014903,Dagsboro,Dagsboro,,
1014904,Delaware City,Delaware City,,
1014905,Delmar,Delmar,,
1014906,Dover,Dover,,
1014907,Dover Air Force Base,Dover Air Force Base,,
1014908,Felton,Felton,,
1014909,Fenwick Island,Fenwick Island,,
1014910,Frederica,Frederica,,
1014911,Georgetown,Georgetown,,
1014912,Greenwood,Greenwood,,
1014913,Harrington,Harrington,,
1014914,Hartly,Hartly,,
1014915,Hockessin,Hockessin,,
1014916,Houston,Houston,,
1014917,Kenton,Kenton,,
1014918,Laurel,Laurel,,
1014919,Lewes,Lewes,,
1014920,Little Creek,Little Creek,,
1014921,Magnolia,Magnolia,,
1014922,Middletown,Middletown,,
1014923,Milford,Milford,,
1014924,Millsboro,Millsboro,,
1014925,Milton,Milton,,
1014926,New Castle,New Castle,,
1014927,Newark,Newark,,
1014928,Ocean View,Ocean View,,
1014929,Odessa,Odessa,,
1014930,Rehoboth Beach,Rehoboth Beach,,
1014931,Rockland,Rockland,,
1014932,Seaford,Seaford,,
1014933,Selbyville,Selbyville,,
1014934,Smyrna,Smyrna,,
1014935,Saint Georges,Saint Georges,,
1014936,Townsend,Townsend,,
1014937,Viola,Viola,,
1014938,Wilmington,Wilmington,,
1014939,Winterthur,Winterthur,,
1014940,Woodside,Woodside,,
1014941,Yorklyn,Yorklyn,,
1014942,Alachua,Alachua,,
1014943,Altamonte Springs,Altamonte Springs,,
1014944,Altha,Altha,,
1014945,Anna Maria,Anna Maria,,
1014946,Anthony,Anthony,,
1014947,Apalachicola,Apalachicola,,
1014948,Apopka,Apopka,,
1014949,Arcadia,Arcadia,,
1014950,Atlantic Beach,Atlantic Beach,,
1014951,Auburndale,Auburndale,,
1014952,Avon Park,Avon Park,,
1014953,Bartow,Bartow,,
1014954,Belle Glade,Belle Glade,,
1014955,Belleview,Belleview,,
1014956,Big Pine Key,Big Pine Key,,
1014957,Blountstown,Blountstown,,
1014958,Boca Grande,Boca Grande,,
1014959,Boca Raton,Boca Raton,,
1014960,Bonifay,Bonifay,,
1014961,Bonita Springs,Bonita Springs,,
1014962,Boynton Beach,Boynton Beach,,
1014963,Bradenton,Bradenton,,
1014964,Brandon,Brandon,,
1014965,Branford,Branford,,
1014967,Bronson,Bronson,,
1014968,Brooksville,Brooksville,,
1014970,Bunnell,Bunnell,,
1014971,Bushnell,Bushnell,,
1014972,Callahan,Callahan,,
1014973,Candler,Candler,,
1014974,Cantonment,Cantonment,,
1014975,Cape Canaveral,Cape Canaveral,,
1014976,Cape Coral,Cape Coral,,
1014977,Casselberry,Casselberry,,
1014978,Century,Century,,
1014979,Chattahoochee,Chattahoochee,,
1014980,Chiefland,Chiefland,,
1014981,Chipley,Chipley,,
1014983,Clarcona,Clarcona,,
1014984,Clearwater,Clearwater,,
1014985,Clearwater Beach,Clearwater Beach,,
1014986,Clermont,Clermont,,
1014987,Clewiston,Clewiston,,
1014988,Cocoa,Cocoa,,
1014989,Cocoa Beach,Cocoa Beach,,
1014990,Cottondale,Cottondale,,
1014991,Crawfordville,Crawfordville,,
1014992,Crescent City,Crescent City,,
1014993,Crestview,Crestview,,
1014994,Cross City,Cross City,,
1014995,Crystal Beach,Crystal Beach,,
1014996,Crystal River,Crystal River,,
1014997,Crystal Springs,Crystal Springs,,
1014998,Dade City,Dade City,,
1014999,Dania Beach,Dania Beach,,
1015000,Davenport,Davenport,,
1015001,Daytona Beach,Daytona Beach,,
1015002,De Leon Springs,De Leon Springs,,
1015003,DeBary,DeBary,,
1015004,Deerfield Beach,Deerfield Beach,,
1015005,DeFuniak Springs,DeFuniak Springs,,
1015006,DeLand,DeLand,,
1015007,Delray Beach,Delray Beach,,
1015008,Deltona,Deltona,,
1015009,Destin,Destin,,
1015010,Dover,Dover,,
1015011,Dundee,Dundee,,
1015012,Dunedin,Dunedin,,
1015013,Eagle Lake,Eagle Lake,,
1015014,Eastpoint,Eastpoint,,
1015015,Edgewater,Edgewater,,
1015016,Eglin Air Force Base,Eglin Air Force Base,,
1015017,Elfers,Elfers,,
1015018,Ellenton,Ellenton,,
1015019,Englewood,Englewood,,
1015020,Estero,Estero,,
1015021,Eustis,Eustis,,
1015022,Fernandina Beach,Fernandina Beach,,
1015023,Flagler Beach,Flagler Beach,,
1015024,Freeport,Freeport,,
1015025,Frostproof,Frostproof,,
1015026,Fruitland Park,Fruitland Park,,
1015027,Fort Lauderdale,Fort Lauderdale,,
1015028,Fort Meade,Fort Meade,,
1015029,Fort Myers,Fort Myers,,
1015030,Fort Myers Beach,Fort Myers Beach,,
1015031,Fort Pierce,Fort Pierce,,
1015032,Fort Walton Beach,Fort Walton Beach,,
1015033,Gainesville,Gainesville,,
1015034,Geneva,Geneva,,
1015035,Gibsonton,Gibsonton,,
1015036,Glenwood,Glenwood,,
1015037,Goldenrod,Goldenrod,,
1015038,Graceville,Graceville,,
1015039,Graham,Graham,,
1015040,Grant,Grant,,
1015041,Green Cove Springs,Green Cove Springs,,
1015042,Groveland,Groveland,,
1015043,Gulf Breeze,Gulf Breeze,,
1015044,Haines City,Haines City,,
1015045,Hallandale Beach,Hallandale Beach,,
1015046,Havana,Havana,,
1015047,Hawthorne,Hawthorne,,
1015048,Hernando,Hernando,,
1015049,Hialeah,Hialeah,,
1015050,High Springs,High Springs,,
1015051,Hilliard,Hilliard,,
1015052,Hobe Sound,Hobe Sound,,
1015053,Holiday,Holiday,,
1015054,Hollywood,Hollywood,,
1015055,Homestead,Homestead,,
1015056,Homosassa,Homosassa,,
1015057,Homosassa Springs,Homosassa Springs,,
1015058,Hudson,Hudson,,
1015059,Hurlburt Field,Hurlburt Field,,
1015060,Immokalee,Immokalee,,
1015061,Indialantic,Indialantic,,
1015062,Indian Rocks Beach,Indian Rocks Beach,,
1015063,Indiantown,Indiantown,,
1015064,Inverness,Inverness,,
1015065,Islamorada,Islamorada,,
1015067,Jacksonville,Jacksonville,,
1015068,Jacksonville Beach,Jacksonville Beach,,
1015069,Jasper,Jasper,,
1015070,Jay,Jay,,
1015071,Jensen Beach,Jensen Beach,,
1015072,Jupiter,Jupiter,,
1015073,Kenansville,Kenansville,,
1015074,Key Biscayne,Key Biscayne,,
1015075,Key Largo,Key Largo,,
1015076,Key West,Key West,,
1015077,Keystone Heights,Keystone Heights,,
1015078,Kissimmee,Kissimmee,,
1015079,LaBelle,LaBelle,,
1015080,Lady Lake,Lady Lake,,
1015081,Lake Butler,Lake Butler,,
1015082,Lake City,Lake City,,
1015083,Lake Helen,Lake Helen,,
1015084,Lake Mary,Lake Mary,,
1015085,Lake Placid,Lake Placid,,
1015086,Lake Wales,Lake Wales,,
1015087,Lake Worth,Lake Worth,,
1015088,Lakeland,Lakeland,,
1015089,Land O' Lakes,Land O' Lakes,,
1015090,Largo,Largo,,
1015091,Laurel Hill,Laurel Hill,,
1015092,Lecanto,Lecanto,,
1015093,Lee,Lee,,
1015094,Leesburg,Leesburg,,
1015095,Lehigh Acres,Lehigh Acres,,
1015097,Live Oak,Live Oak,,
1015098,Longboat Key,Longboat Key,,
1015099,Longwood,Longwood,,
1015100,Loxahatchee Groves,Loxahatchee Groves,,
1015101,Lutz,Lutz,,
1015102,Lynn Haven,Lynn Haven,,
1015103,Macclenny,Macclenny,,
1015104,Madison,Madison,,
1015105,Maitland,Maitland,,
1015106,Malabar,Malabar,,
1015107,Marathon,Marathon,,
1015108,Marco Island,Marco Island,,
1015109,Marianna,Marianna,,
1015110,Mary Esther,Mary Esther,,
1015111,Mayo,Mayo,,
1015112,McDavid,McDavid,,
1015113,Melbourne,Melbourne,,
1015114,Merritt Island,Merritt Island,,
1015115,Mexico Beach,Mexico Beach,,
1015116,Miami,Miami,,
1015117,Miami Beach,Miami Beach,,
1015118,Miccosukee Land Cooperative,Miccosukee Land Cooperative,,
1015119,Middleburg,Middleburg,,
1015120,Milton,Milton,,
1015121,Minneola,Minneola,,
1015122,Molino,Molino,,
1015123,Monticello,Monticello,,
1015124,Montverde,Montverde,,
1015125,Mount Dora,Mount Dora,,
1015126,Mount Pleasant,Mount Pleasant,,
1015127,Mulberry,Mulberry,,
1015128,Myakka City,Myakka City,,
1015129,Naples,Naples,,
1015130,Navarre,Navarre,,
1015131,Neptune Beach,Neptune Beach,,
1015132,New Port Richey,New Port Richey,,
1015133,New Smyrna Beach,New Smyrna Beach,,
1015134,Newberry,Newberry,,
1015135,Niceville,Niceville,,
1015136,Nokomis,Nokomis,,
1015137,North Fort Myers,North Fort Myers,,
1015138,North Miami Beach,North Miami Beach,,
1015139,North Palm Beach,North Palm Beach,,
1015140,North Port,North Port,,
1015141,Ocala,Ocala,,
1015142,Ocoee,Ocoee,,
1015143,Odessa,Odessa,,
1015144,Okahumpka,Okahumpka,,
1015145,Okeechobee,Okeechobee,,
1015146,Oldsmar,Oldsmar,,
1015147,Opa-locka,Opa-locka,,
1015148,Orange City,Orange City,,
1015149,Orange Park,Orange Park,,
1015150,Orlando,Orlando,,
1015151,Ormond Beach,Ormond Beach,,
1015152,Osprey,Osprey,,
1015153,Oviedo,Oviedo,,
1015154,Ozona,Ozona,,
1015155,Pahokee,Pahokee,,
1015156,Palatka,Palatka,,
1015157,Palm Bay,Palm Bay,,
1015158,Palm Beach,Palm Beach,,
1015159,Palm City,Palm City,,
1015160,Palm Coast,Palm Coast,,
1015161,Palm Harbor,Palm Harbor,,
1015162,Palmetto,Palmetto,,
1015163,Panama City,Panama City,,
1015164,Panama City Beach,Panama City Beach,,
1015165,Patrick Air Force Base,Patrick Air Force Base,,
1015166,Pembroke Pines,Pembroke Pines,,
1015167,Pensacola,Pensacola,,
1015168,Perry,Perry,,
1015169,Pierson,Pierson,,
1015170,Pinellas Park,Pinellas Park,,
1015171,Placida,Placida,,
1015172,Plant City,Plant City,,
1015173,Plymouth,Plymouth,,
1015174,Polk City,Polk City,,
1015175,Pomona Park,Pomona Park,,
1015176,Pompano Beach,Pompano Beach,,
1015177,Ponte Vedra Beach,Ponte Vedra Beach,,
1015178,Port Charlotte,Port Charlotte,,
1015179,Port Orange,Port Orange,,
1015180,Port Richey,Port Richey,,
1015181,Port Saint Joe,Port Saint Joe,,
1015182,Port St. Lucie,Port St. Lucie,,
1015183,Punta Gorda,Punta Gorda,,
1015184,Quincy,Quincy,,
1015185,Reddick,Reddick,,
1015186,Riverview,Riverview,,
1015187,Rockledge,Rockledge,,
1015188,Safety Harbor,Safety Harbor,,
1015189,San Antonio,San Antonio,,
1015190,Sanford,Sanford,,
1015191,Sanibel,Sanibel,,
1015192,Sarasota,Sarasota,,
1015193,Satellite Beach,Satellite Beach,,
1015194,Sebastian,Sebastian,,
1015195,Sebring,Sebring,,
1015196,Seffner,Seffner,,
1015197,Seminole,Seminole,,
1015198,Shalimar,Shalimar,,
1015199,Silver Springs,Silver Springs,,
1015200,Sorrento,Sorrento,,
1015201,South Bay,South Bay,,
1015202,Spring Hill,Spring Hill,,
1015203,St. Augustine,St. Augustine,,
1015204,Saint Cloud,Saint Cloud,,
1015205,Saint James City,Saint James City,,
1015206,St. Petersburg,St. Petersburg,,
1015207,Starke,Starke,,
1015208,Stuart,Stuart,,
1015209,Sugarloaf Shores,Sugarloaf Shores,,
1015210,Summerland Key,Summerland Key,,
1015211,Sun City,Sun City,,
1015212,Sunnyside,Sunnyside,,
1015213,Tallahassee,Tallahassee,,
1015214,Tampa,Tampa,,
1015215,Tarpon Springs,Tarpon Springs,,
1015216,Tavares,Tavares,,
1015217,Tavernier,Tavernier,,
1015218,Thonotosassa,Thonotosassa,,
1015219,Titusville,Titusville,,
1015220,Trenton,Trenton,,
1015221,Valparaiso,Valparaiso,,
1015222,Valrico,Valrico,,
1015223,Venice,Venice,,
1015224,Venus,Venus,,
1015225,Vero Beach,Vero Beach,,
1015226,Wabasso,Wabasso,,
1015227,Wauchula,Wauchula,,
1015228,Wellborn,Wellborn,,
1015229,West Palm Beach,West Palm Beach,,
1015230,Weston,Weston,,
1015231,Wildwood,Wildwood,,
1015232,Williston,Williston,,
1015233,Wimauma,Wimauma,,
1015234,Windermere,Windermere,,
1015235,Winter Garden,Winter Garden,,
1015236,Winter Haven,Winter Haven,,
1015237,Winter Park,Winter Park,,
1015238,Winter Springs,Winter Springs,,
1015239,Yulee,Yulee,,
1015240,Zellwood,Zellwood,,
1015241,Zephyrhills,Zephyrhills,,
1015242,Abbeville,Abbeville,,
1015243,Acworth,Acworth,,
1015244,Adairsville,Adairsville,,
1015245,Adel,Adel,,
1015246,Alamo,Alamo,,
1015247,Albany,Albany,,
1015248,Alma,Alma,,
1015249,Alpharetta,Alpharetta,,
1015250,Americus,Americus,,
1015251,Appling,Appling,,
1015252,Ashburn,Ashburn,,
1015253,Athens,Athens,,
1015254,Atlanta,Atlanta,,
1015255,Auburn,Auburn,,
1015256,Augusta,Augusta,,
1015257,Austell,Austell,,
1015258,Avondale Estates,Avondale Estates,,
1015259,Bainbridge,Bainbridge,,
1015260,Ball Ground,Ball Ground,,
1015261,Barnesville,Barnesville,,
1015262,Bartow,Bartow,,
1015263,Baxley,Baxley,,
1015264,Blackshear,Blackshear,,
1015265,Blairsville,Blairsville,,
1015266,Blakely,Blakely,,
1015267,Blue Ridge,Blue Ridge,,
1015268,Blythe,Blythe,,
1015269,Bogart,Bogart,,
1015270,Bolingbroke,Bolingbroke,,
1015271,Bowdon,Bowdon,,
1015272,Braselton,Braselton,,
1015273,Bremen,Bremen,,
1015274,Brooklet,Brooklet,,
1015275,Brunswick,Brunswick,,
1015276,Buchanan,Buchanan,,
1015277,Buckhead,Buckhead,,
1015278,Buena Vista,Buena Vista,,
1015279,Buford,Buford,,
1015280,Butler,Butler,,
1015281,Byron,Byron,,
1015282,Cairo,Cairo,,
1015283,Calhoun,Calhoun,,
1015284,Camak,Camak,,
1015285,Camilla,Camilla,,
1015286,Canton,Canton,,
1015287,Carnesville,Carnesville,,
1015288,Carrollton,Carrollton,,
1015289,Cartersville,Cartersville,,
1015290,Cave Spring,Cave Spring,,
1015291,Cedartown,Cedartown,,
1015293,Chatsworth,Chatsworth,,
1015294,Chickamauga,Chickamauga,,
1015295,Clarkesville,Clarkesville,,
1015296,Clarkston,Clarkston,,
1015297,Clayton,Clayton,,
1015298,Clermont,Clermont,,
1015299,Cleveland,Cleveland,,
1015300,Cobb,Cobb,,
1015301,Cochran,Cochran,,
1015302,Colquitt,Colquitt,,
1015303,Columbus,Columbus,,
1015304,Commerce,Commerce,,
1015305,Concord,Concord,,
1015306,Conley,Conley,,
1015307,Conyers,Conyers,,
1015308,Cordele,Cordele,,
1015309,Cornelia,Cornelia,,
1015310,Covington,Covington,,
1015311,Crawfordville,Crawfordville,,
1015312,Crescent,Crescent,,
1015313,Cumming,Cumming,,
1015314,Cusseta,Cusseta,,
1015315,Cuthbert,Cuthbert,,
1015316,Dacula,Dacula,,
1015317,Dahlonega,Dahlonega,,
1015318,Dallas,Dallas,,
1015319,Dalton,Dalton,,
1015320,Danielsville,Danielsville,,
1015321,Darien,Darien,,
1015322,Dawson,Dawson,,
1015323,Dawsonville,Dawsonville,,
1015324,Dearing,Dearing,,
1015325,Decatur,Decatur,,
1015327,Demorest,Demorest,,
1015328,Dexter,Dexter,,
1015329,Dillard,Dillard,,
1015330,Donalsonville,Donalsonville,,
1015331,Douglas,Douglas,,
1015332,Douglasville,Douglasville,,
1015333,Dublin,Dublin,,
1015334,Duluth,Duluth,,
1015335,East Ellijay,East Ellijay,,
1015336,Eastman,Eastman,,
1015337,Eatonton,Eatonton,,
1015338,Edison,Edison,,
1015339,Elberton,Elberton,,
1015340,Ellaville,Ellaville,,
1015341,Ellenwood,Ellenwood,,
1015342,Ellijay,Ellijay,,
1015343,Enigma,Enigma,,
1015344,Evans,Evans,,
1015345,Experiment,Experiment,,
1015346,Fairburn,Fairburn,,
1015347,Fairmount,Fairmount,,
1015348,Farmington,Farmington,,
1015349,Fayetteville,Fayetteville,,
1015350,Fitzgerald,Fitzgerald,,
1015351,Flowery Branch,Flowery Branch,,
1015352,Folkston,Folkston,,
1015353,Forest Park,Forest Park,,
1015354,Forsyth,Forsyth,,
1015355,Franklin,Franklin,,
1015356,Franklin Springs,Franklin Springs,,
1015357,Fort Benning,Fort Benning,,
1015358,Fort Gaines,Fort Gaines,,
1015359,Fort Oglethorpe,Fort Oglethorpe,,
1015360,Fort Stewart,Fort Stewart,,
1015361,Fort Valley,Fort Valley,,
1015362,Gainesville,Gainesville,,
1015363,Glennville,Glennville,,
1015364,Glenwood,Glenwood,,
1015365,Gordon,Gordon,,
1015366,Grantville,Grantville,,
1015367,Gray,Gray,,
1015368,Grayson,Grayson,,
1015369,Greensboro,Greensboro,,
1015370,Greenville,Greenville,,
1015371,Griffin,Griffin,,
1015372,Grovetown,Grovetown,,
1015373,Guyton,Guyton,,
1015374,Hahira,Hahira,,
1015375,Hamilton,Hamilton,,
1015376,Hampton,Hampton,,
1015377,Hardwick,Hardwick,,
1015378,Harlem,Harlem,,
1015379,Hartwell,Hartwell,,
1015380,Hawkinsville,Hawkinsville,,
1015381,Hazlehurst,Hazlehurst,,
1015382,Helen,Helen,,
1015383,Hephzibah,Hephzibah,,
1015384,Hiawassee,Hiawassee,,
1015385,Hinesville,Hinesville,,
1015386,Hiram,Hiram,,
1015387,Homer,Homer,,
1015388,Homerville,Homerville,,
1015389,Hoschton,Hoschton,,
1015390,Irwinton,Irwinton,,
1015391,Jackson,Jackson,,
1015392,Jasper,Jasper,,
1015393,Jefferson,Jefferson,,
1015394,Jeffersonville,Jeffersonville,,
1015395,Jenkinsburg,Jenkinsburg,,
1015396,Jesup,Jesup,,
1015397,Jewell,Jewell,,
1015398,Jonesboro,Jonesboro,,
1015399,Kennesaw,Kennesaw,,
1015400,Kings Bay Base,Kings Bay Base,,
1015401,Kingsland,Kingsland,,
1015402,Kingston,Kingston,,
1015403,LaFayette,LaFayette,,
1015404,LaGrange,LaGrange,,
1015405,Lake Park,Lake Park,,
1015406,Lakeland,Lakeland,,
1015407,Lavonia,Lavonia,,
1015408,Lawrenceville,Lawrenceville,,
1015409,Leesburg,Leesburg,,
1015410,Lenox,Lenox,,
1015411,Leslie,Leslie,,
1015412,Lexington,Lexington,,
1015413,Lilburn,Lilburn,,
1015414,Lincolnton,Lincolnton,,
1015415,Lithia Springs,Lithia Springs,,
1015416,Lithonia,Lithonia,,
1015417,Lizella,Lizella,,
1015418,Locust Grove,Locust Grove,,
1015419,Loganville,Loganville,,
1015420,Lookout Mountain,Lookout Mountain,,
1015421,Louisville,Louisville,,
1015422,Ludowici,Ludowici,,
1015423,Lula,Lula,,
1015424,Luthersville,Luthersville,,
1015425,Lyons,Lyons,,
1015426,Mableton,Mableton,,
1015427,Macon,Macon,,
1015428,Madison,Madison,,
1015429,Manchester,Manchester,,
1015430,Marble Hill,Marble Hill,,
1015431,Marietta,Marietta,,
1015432,McRae,McRae,,
1015433,McDonough,McDonough,,
1015434,Meansville,Meansville,,
1015435,Menlo,Menlo,,
1015436,Metter,Metter,,
1015437,Midland,Midland,,
1015438,Milledgeville,Milledgeville,,
1015439,Millen,Millen,,
1015440,Monroe,Monroe,,
1015441,Montezuma,Montezuma,,
1015442,Monticello,Monticello,,
1015443,Morgan,Morgan,,
1015444,Morrow,Morrow,,
1015445,Moultrie,Moultrie,,
1015446,Mount Vernon,Mount Vernon,,
1015447,Mountain City,Mountain City,,
1015448,Nahunta,Nahunta,,
1015449,Nashville,Nashville,,
1015450,Nelson,Nelson,,
1015451,Newington,Newington,,
1015452,Newnan,Newnan,,
1015453,Newton,Newton,,
1015454,Nicholls,Nicholls,,
1015455,Norcross,Norcross,,
1015456,North Metro,North Metro,,
